client_id,Premium Status,Category,Sub-Category,Total Past Transactions,Total Past Spending (€),Total Past Products Purchased,action_universe,action_category_label,action_label,client_is_present,client_is_invited,gross_spend_next_30_days_in_category,most_purchased_product_category,days_since_last_transactions,T
c43898630,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c43933174,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c43950155,0,2,2.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c43952977,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c43992492,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44044174,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44051309,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44057017,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44319049,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44320649,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44347032,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44391843,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44429671,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44468008,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44468934,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44493077,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44549615,0,1,2.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44582895,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44583229,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44646382,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44648006,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44675925,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44697464,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44822482,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44832762,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44833839,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44868905,0,1,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44920075,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c44972008,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45043149,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45111502,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45128250,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45154231,0,2,0.0,1.0,11631.0,1.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Women's Fashion,73.0,0
c45159515,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45210300,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45261778,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45289938,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45307042,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45356551,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45380788,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45398603,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45526123,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45545191,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45546367,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45547647,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45572908,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45601665,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45618083,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45618938,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45676022,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45731084,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45739283,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45739925,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45763921,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45828669,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45831025,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,2958.0,Other,5000.0,0
c45838571,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45966853,0,1,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c45995835,0,1,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46017139,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46036284,0,1,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46042788,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46059918,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46074175,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46164686,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46208899,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46236986,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46262500,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46283268,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46323093,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46326024,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46330835,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46360627,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46432624,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46466087,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46510240,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46561640,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46614626,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46630863,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46634634,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46644648,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46648355,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46681033,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46736883,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46753414,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46758366,0,2,2.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46768139,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46783951,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46792539,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46796175,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46801676,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46801681,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46846140,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46859281,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46867851,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46878783,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46913753,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46917039,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c46941133,0,1,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47045208,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47082537,0,1,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47110480,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47163837,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47176026,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47258948,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47357275,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47360929,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47380537,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47461415,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47524118,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47565713,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47574899,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47619223,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47643676,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47646717,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47649899,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47668006,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47724303,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47729340,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47759978,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47778506,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c47992996,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48043440,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48195554,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48240470,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48282863,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48298144,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48308814,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48329347,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48398086,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48417641,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48480946,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48484855,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48547855,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48559611,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48635175,0,2,1.0,1.0,710.0,1.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Women's Fashion,20.0,0
c48639441,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48748430,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48765153,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48768738,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48778977,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48807085,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48808737,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48842140,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48854408,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48861957,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48872729,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48925169,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48936598,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c48993686,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49068135,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49183589,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49250059,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49251356,0,2,1.0,1.0,1021.0,1.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Men's Fashion,26.0,0
c49264841,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49433121,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49458097,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49487889,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49503142,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49510924,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49556455,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49567396,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49588304,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49629956,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49675701,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49721191,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49786255,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49806384,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49816521,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49852743,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49856304,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49915045,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49917552,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49922866,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49945066,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c49955783,0,2,0.0,1.0,949.0,1.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Women's Fashion,113.0,0
c49981143,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50010842,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50079049,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50132662,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50152552,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50174147,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,1353.0,Other,5000.0,0
c50186887,0,2,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50202289,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50204412,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50204606,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50208229,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50258860,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50307603,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50418114,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50465457,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50474933,0,1,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50498330,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50527051,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50531112,0,3,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50546501,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50550002,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50561347,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50626014,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50654056,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50712981,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50723021,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50734234,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50763394,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50777606,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50785055,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50877717,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50882154,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50900990,0,2,1.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50902276,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c50912543,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51004669,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51042502,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51058129,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51083346,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51106426,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51141528,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51166552,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51188778,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51260641,0,1,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51366024,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51435069,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
c51435685,0,3,0.0,0.0,0.0,0.0,Women's Fashion,Retail,Social Gathering,0,1,0.0,Other,5000.0,0
